Date,Time,Temp (°C)  #9695081,Coupler Detached  #9695081,Coupler Attached  #9695081,Host Connected  #9695081,Bad Battery  #9695081,Good Battery  #9695081,End Of File  #9695081
23/05/17,06:24:54,11.200,,,,,,
23/05/17,07:24:54,11.370,,,,,,
23/05/17,08:24:54,11.346,,,,,,
23/05/17,09:24:54,11.710,,,,,,
23/05/17,10:24:54,12.243,,,,,,
23/05/17,11:24:54,13.185,,,,,,
23/05/17,12:24:54,14.122,,,,,,
23/05/17,13:24:54,15.652,,,,,,
23/05/17,14:24:54,28.097,,,,,,
23/05/17,15:24:54,28.295,,,,,,
23/05/17,16:24:54,19.032,,,,,,
23/05/17,17:24:54,19.579,,,,,,
23/05/17,18:24:54,27.653,,,,,,
23/05/17,19:24:54,23.593,,,,,,
23/05/17,20:24:54,18.366,,,,,,
23/05/17,21:24:54,15.366,,,,,,
23/05/17,22:24:54,13.906,,,,,,
23/05/17,23:24:54,13.281,,,,,,
24/05/17,00:24:54,12.654,,,,,,
24/05/17,01:24:54,12.316,,,,,,
24/05/17,02:24:54,12.147,,,,,,
24/05/17,03:24:54,12.001,,,,,,
24/05/17,04:24:54,11.734,,,,,,
24/05/17,05:24:54,11.175,,,,,,
24/05/17,06:24:54,11.248,,,,,,
24/05/17,07:24:54,10.834,,,,,,
24/05/17,08:24:54,11.029,,,,,,
24/05/17,09:24:54,11.443,,,,,,
24/05/17,10:24:54,11.953,,,,,,
24/05/17,11:24:54,13.016,,,,,,
24/05/17,12:24:54,14.122,,,,,,
24/05/17,13:24:54,15.796,,,,,,
24/05/17,14:24:54,17.605,,,,,,
24/05/17,15:24:54,19.151,,,,,,
24/05/17,16:24:54,21.724,,,,,,
24/05/17,17:24:54,18.580,,,,,,
24/05/17,18:24:54,14.146,,,,,,
24/05/17,19:24:54,15.676,,,,,,
24/05/17,20:24:54,14.002,,,,,,
24/05/17,21:24:54,11.759,,,,,,
24/05/17,22:24:54,10.932,,,,,,
24/05/17,23:24:54,10.687,,,,,,
25/05/17,00:24:54,10.638,,,,,,
25/05/17,01:24:54,10.124,,,,,,
25/05/17,02:24:54,9.928,,,,,,
25/05/17,03:24:54,9.879,,,,,,
25/05/17,04:24:54,9.854,,,,,,
25/05/17,05:24:54,9.829,,,,,,
25/05/17,06:24:54,9.731,,,,,,
25/05/17,07:24:54,10.296,,,,,,
25/05/17,08:24:54,10.443,,,,,,
25/05/17,09:24:54,11.127,,,,,,
25/05/17,10:24:54,12.025,,,,,,
25/05/17,11:24:54,13.233,,,,,,
25/05/17,12:24:54,15.366,,,,,,
25/05/17,13:24:54,18.033,,,,,,
25/05/17,14:24:54,22.729,,,,,,
25/05/17,15:24:54,20.341,,,,,,
25/05/17,16:24:54,19.579,,,,,,
25/05/17,17:24:54,24.171,,,,,,
25/05/17,18:24:54,21.867,,,,,,
25/05/17,19:24:54,23.472,,,,,,
25/05/17,20:24:54,18.485,,,,,,
25/05/17,21:24:54,15.079,,,,,,
25/05/17,22:24:54,13.497,,,,,,
25/05/17,23:24:54,12.896,,,,,,
26/05/17,00:24:54,12.534,,,,,,
26/05/17,01:24:54,11.710,,,,,,
26/05/17,02:24:54,11.370,,,,,,
26/05/17,03:24:54,10.932,,,,,,
26/05/17,04:24:54,10.761,,,,,,
26/05/17,05:24:54,10.394,,,,,,
26/05/17,06:24:54,10.149,,,,,,
26/05/17,07:24:54,10.198,,,,,,
26/05/17,08:24:54,10.320,,,,,,
26/05/17,09:24:54,10.980,,,,,,
26/05/17,10:24:54,11.686,,,,,,
26/05/17,11:24:54,12.944,,,,,,
26/05/17,12:24:54,13.666,,,,,,
26/05/17,13:24:54,15.652,,,,,,
26/05/17,14:24:54,21.318,,,,,,
26/05/17,15:24:54,21.628,,,,,,
26/05/17,16:24:54,18.057,,,,,,
26/05/17,17:24:54,24.532,,,,,,
26/05/17,18:24:54,18.747,,,,,,
26/05/17,19:24:54,18.842,,,,,,
26/05/17,20:24:54,17.177,,,,,,
26/05/17,21:24:54,14.218,,,,,,
26/05/17,22:24:54,12.944,,,,,,
26/05/17,23:24:54,12.485,,,,,,
27/05/17,00:24:54,11.953,,,,,,
27/05/17,01:24:54,11.467,,,,,,
27/05/17,02:24:54,11.151,,,,,,
27/05/17,03:24:54,10.956,,,,,,
27/05/17,04:24:54,10.565,,,,,,
27/05/17,05:24:54,10.590,,,,,,
27/05/17,06:24:54,10.614,,,,,,
27/05/17,07:24:54,10.590,,,,,,
27/05/17,08:24:54,10.834,,,,,,
27/05/17,09:24:54,11.102,,,,,,
27/05/17,10:24:54,11.613,,,,,,
27/05/17,11:24:54,12.485,,,,,,
27/05/17,12:24:54,13.473,,,,,,
27/05/17,13:24:54,15.055,,,,,,
27/05/17,14:24:54,29.991,,,,,,
27/05/17,15:24:54,38.644,,,,,,
27/05/17,16:24:54,35.049,,,,,,
27/05/17,17:24:54,35.850,,,,,,
27/05/17,18:24:54,28.841,,,,,,
27/05/17,19:24:54,23.521,,,,,,
27/05/17,20:24:54,19.508,,,,,,
27/05/17,21:24:54,16.272,,,,,,
