"Título de trazado: P4"
"N.º","Fecha","Tiempo, GMT+02:00","Temp, °C (LGR S/N: 9761966, SEN S/N: 9761966)","Acoplador separado (LGR S/N: 9761966)","Batería mala (LGR S/N: 9761966)","Batería buena (LGR S/N: 9761966)","Acoplador adjunto (LGR S/N: 9761966)","Host conectado (LGR S/N: 9761966)","Final de archivo (LGR S/N: 9761966)"
9064,15/05/18,02:54:30,-0.395,,,,,,
9065,15/05/18,03:54:30,-0.479,,,,,,
9066,15/05/18,04:54:30,-0.760,,,,,,
9067,15/05/18,05:54:30,-0.704,,,,,,
9068,15/05/18,06:54:30,-1.100,,,,,,
9069,15/05/18,07:54:30,-0.116,,,,,,
9070,15/05/18,08:54:30,0.439,,,,,,
9071,15/05/18,09:54:30,1.805,,,,,,
9072,15/05/18,10:54:30,4.714,,,,,,
9073,15/05/18,11:54:30,11.321,,,,,,
9074,15/05/18,12:54:30,13.040,,,,,,
9075,15/05/18,13:54:30,16.796,,,,,,
9076,15/05/18,14:54:30,21.008,,,,,,
9077,15/05/18,15:54:30,30.545,,,,,,
9078,15/05/18,16:54:30,24.243,,,,,,
9079,15/05/18,17:54:30,23.978,,,,,,
9080,15/05/18,18:54:30,18.033,,,,,,
9081,15/05/18,19:54:30,9.756,,,,,,
9082,15/05/18,20:54:30,8.394,,,,,,
9083,15/05/18,21:54:30,5.745,,,,,,
9084,15/05/18,22:54:30,2.637,,,,,,
9085,15/05/18,23:54:30,2.236,,,,,,
9086,16/05/18,00:54:30,1.425,,,,,,
9087,16/05/18,01:54:30,1.180,,,,,,
9088,16/05/18,02:54:30,1.153,,,,,,
9089,16/05/18,03:54:30,0.577,,,,,,
9090,16/05/18,04:54:30,0.329,,,,,,
9091,16/05/18,05:54:30,0.024,,,,,,
9092,16/05/18,06:54:30,0.107,,,,,,
9093,16/05/18,07:54:30,1.317,,,,,,
9094,16/05/18,08:54:30,1.697,,,,,,
9095,16/05/18,09:54:30,3.142,,,,,,
9096,16/05/18,10:54:30,5.847,,,,,,
9097,16/05/18,11:54:30,7.318,,,,,,
9098,16/05/18,12:54:30,23.448,,,,,,
9099,16/05/18,13:54:30,23.593,,,,,,
9100,16/05/18,14:54:30,24.774,,,,,,
9101,16/05/18,15:54:30,21.199,,,,,,
9102,16/05/18,16:54:30,28.221,,,,,,
9103,16/05/18,17:54:30,40.949,,,,,,
9104,16/05/18,18:54:30,37.508,,,,,,
9105,16/05/18,19:54:30,31.868,,,,,,
9106,16/05/18,20:54:30,12.001,,,,,,
9107,16/05/18,21:54:30,4.194,,,,,,
9108,16/05/18,22:54:30,2.930,,,,,,
9109,16/05/18,23:54:30,2.450,,,,,,
9110,17/05/18,00:54:30,1.832,,,,,,
9111,17/05/18,01:54:30,1.071,,,,,,
9112,17/05/18,02:54:30,0.715,,,,,,
9113,17/05/18,03:54:30,-0.088,,,,,,
9114,17/05/18,04:54:30,0.605,,,,,,
9115,17/05/18,05:54:30,0.273,,,,,,
9116,17/05/18,06:54:30,0.051,,,,,,
9117,17/05/18,07:54:30,0.770,,,,,,
9118,17/05/18,08:54:30,1.643,,,,,,
9119,17/05/18,09:54:30,2.530,,,,,,
9120,17/05/18,10:54:30,5.591,,,,,,
9121,17/05/18,11:54:30,16.439,,,,,,
9122,17/05/18,12:54:30,21.557,,,,,,
9123,17/05/18,13:54:30,23.424,,,,,,
9124,17/05/18,14:54:30,14.745,,,,,,
9125,17/05/18,15:54:30,18.247,,,,,,
9126,17/05/18,16:54:30,14.170,,,,,,
9127,17/05/18,17:54:30,21.724,,,,,,
9128,17/05/18,18:54:30,11.904,,,,,,
9129,17/05/18,19:54:30,10.541,,,,,,
9130,17/05/18,20:54:30,7.343,,,,,,
9131,17/05/18,21:54:30,4.115,,,,,,
9132,17/05/18,22:54:30,4.688,,,,,,
9133,17/05/18,23:54:30,1.832,,,,,,
9134,18/05/18,00:54:30,1.643,,,,,,
9135,18/05/18,01:54:30,1.724,,,,,,
9136,18/05/18,02:54:30,0.852,,,,,,
9137,18/05/18,03:54:30,-0.423,,,,,,
9138,18/05/18,04:54:30,0.273,,,,,,
9139,18/05/18,05:54:30,-0.116,,,,,,
9140,18/05/18,06:54:30,-0.227,,,,,,
9141,18/05/18,07:54:30,0.107,,,,,,
9142,18/05/18,08:54:30,1.262,,,,,,
9143,18/05/18,09:54:30,3.248,,,,,,
9144,18/05/18,10:54:30,7.217,,,,,,
9145,18/05/18,11:54:30,10.026,,,,,,
9146,18/05/18,12:54:30,27.505,,,,,,
9147,18/05/18,13:54:30,20.079,,,,,,
9148,18/05/18,14:54:30,17.439,,,,,,
9149,18/05/18,15:54:30,10.980,,,,,,
9150,18/05/18,16:54:30,15.461,,,,,,
9151,18/05/18,17:54:30,16.296,,,,,,
9152,18/05/18,18:54:30,22.417,,,,,,
9153,18/05/18,19:54:30,10.001,,,,,,
9154,18/05/18,20:54:30,4.428,,,,,,
9155,18/05/18,21:54:30,4.766,,,,,,
9156,18/05/18,22:54:30,4.141,,,,,,
9157,18/05/18,23:54:30,2.584,,,,,,
9158,19/05/18,00:54:30,2.423,,,,,,
9159,19/05/18,01:54:30,2.850,,,,,,
9160,19/05/18,02:54:30,1.017,,,,,,
9161,19/05/18,03:54:30,0.356,,,,,,
9162,19/05/18,04:54:30,0.135,,,,,,
9163,19/05/18,05:54:30,-0.395,,,,,,
9164,19/05/18,06:54:30,-0.311,,,,,,
9165,19/05/18,07:54:30,-0.227,,,,,,
9166,19/05/18,08:54:30,0.495,,,,,,
9167,19/05/18,09:54:30,3.063,,,,,,
9168,19/05/18,10:54:30,8.494,,,,,,
9169,19/05/18,11:54:30,11.346,,,,,,
9170,19/05/18,12:54:30,12.534,,,,,,
9171,19/05/18,13:54:30,17.177,,,,,,
9172,19/05/18,14:54:30,18.889,,,,,,
9173,19/05/18,15:54:30,28.196,,,,,,
9174,19/05/18,16:54:30,20.865,,,,,,
9175,19/05/18,17:54:30,23.617,,,,,,
9176,19/05/18,18:54:30,26.426,,,,,,
9177,19/05/18,19:54:30,8.568,,,,,,
9178,19/05/18,20:54:30,7.116,,,,,,
9179,19/05/18,21:54:30,5.821,,,,,,
9180,19/05/18,22:54:30,2.450,,,,,,
9181,19/05/18,23:54:30,3.512,,,,,,
9182,20/05/18,00:54:30,3.880,,,,,,
9183,20/05/18,01:54:30,2.370,,,,,,
9184,20/05/18,02:54:30,1.180,,,,,,
9185,20/05/18,03:54:30,0.329,,,,,,
9186,20/05/18,04:54:30,2.021,,,,,,
9187,20/05/18,05:54:30,3.036,,,,,,
9188,20/05/18,06:54:30,0.742,,,,,,
9189,20/05/18,07:54:30,2.396,,,,,,
9190,20/05/18,08:54:30,4.610,,,,,,
9191,20/05/18,09:54:30,5.488,,,,,,
9192,20/05/18,10:54:30,8.792,,,,,,
9193,20/05/18,11:54:30,10.565,,,,,,
9194,20/05/18,12:54:30,15.867,,,,,,
9195,20/05/18,13:54:30,14.721,,,,,,
9196,20/05/18,14:54:30,9.928,,,,,,
9197,20/05/18,15:54:30,8.344,,,,,,
9198,20/05/18,16:54:30,7.343,,,,,,
9199,20/05/18,17:54:30,6.357,,,,,,
9200,20/05/18,18:54:30,7.393,,,,,,
9201,20/05/18,19:54:30,6.585,,,,,,
9202,20/05/18,20:54:30,5.821,,,,,,
9203,20/05/18,21:54:30,4.999,,,,,,
9204,20/05/18,22:54:30,4.558,,,,,,
9205,20/05/18,23:54:30,3.617,,,,,,
9206,21/05/18,00:54:30,2.128,,,,,,
9207,21/05/18,01:54:30,1.453,,,,,,
9208,21/05/18,02:54:30,0.024,,,,,,
9209,21/05/18,03:54:30,-0.143,,,,,,
9210,21/05/18,04:54:30,0.190,,,,,,
9211,21/05/18,05:54:30,1.507,,,,,,
9212,21/05/18,06:54:30,1.940,,,,,,
9213,21/05/18,07:54:30,2.690,,,,,,
9214,21/05/18,08:54:30,1.859,,,,,,
9215,21/05/18,09:54:30,5.076,,,,,,
9216,21/05/18,10:54:30,7.142,,,,,,
9217,21/05/18,11:54:30,12.340,,,,,,
9218,21/05/18,12:54:30,7.544,,,,,,
9219,21/05/18,13:54:30,6.914,,,,,,
9220,21/05/18,14:54:30,14.864,,,,,,
9221,21/05/18,15:54:30,17.724,,,,,,
9222,21/05/18,16:54:30,8.070,,,,,,
9223,21/05/18,17:54:30,13.546,,,,,,
9224,21/05/18,18:54:30,12.098,,,,,,
9225,21/05/18,19:54:30,12.678,,,,,,
9226,21/05/18,20:54:30,8.916,,,,,,
9227,21/05/18,21:54:30,5.179,,,,,,
9228,21/05/18,22:54:30,4.844,,,,,,
9229,21/05/18,23:54:30,2.823,,,,,,
9230,22/05/18,00:54:30,0.934,,,,,,
9231,22/05/18,01:54:30,0.495,,,,,,
9232,22/05/18,02:54:30,-0.116,,,,,,
9233,22/05/18,03:54:30,-0.060,,,,,,
9234,22/05/18,04:54:30,-0.171,,,,,,
9235,22/05/18,05:54:30,-0.143,,,,,,
9236,22/05/18,06:54:30,-0.451,,,,,,
9237,22/05/18,07:54:30,0.051,,,,,,
9238,22/05/18,08:54:30,0.770,,,,,,
9239,22/05/18,09:54:30,1.967,,,,,,
9240,22/05/18,10:54:30,4.610,,,,,,
9241,22/05/18,11:54:30,15.605,,,,,,
9242,22/05/18,12:54:30,18.461,,,,,,
9243,22/05/18,13:54:30,17.391,,,,,,
9244,22/05/18,14:54:30,20.365,,,,,,
9245,22/05/18,15:54:30,24.291,,,,,,
9246,22/05/18,16:54:30,19.365,,,,,,
9247,22/05/18,17:54:30,23.232,,,,,,
9248,22/05/18,18:54:30,12.461,,,,,,
9249,22/05/18,19:54:30,12.389,,,,,,
9250,22/05/18,20:54:30,9.805,,,,,,
9251,22/05/18,21:54:30,7.217,,,,,,
9252,22/05/18,22:54:30,6.331,,,,,,
9253,22/05/18,23:54:30,3.670,,,,,,
9254,23/05/18,00:54:30,3.749,,,,,,
9255,23/05/18,01:54:30,2.930,,,,,,
9256,23/05/18,02:54:30,2.637,,,,,,
9257,23/05/18,03:54:30,3.380,,,,,,
9258,23/05/18,04:54:30,2.343,,,,,,
9259,23/05/18,05:54:30,1.967,,,,,,
9260,23/05/18,06:54:30,2.236,,,,,,
9261,23/05/18,07:54:30,2.423,,,,,,
9262,23/05/18,08:54:30,4.610,,,,,,
9263,23/05/18,09:54:30,5.437,,,,,,
9264,23/05/18,10:54:30,14.361,,,,,,
9265,23/05/18,11:54:30,15.294,,,,,,
9266,23/05/18,12:54:30,13.401,,,,,,
9267,23/05/18,13:54:30,30.596,,,,,,
9268,23/05/18,14:54:30,31.996,,,,,,
9269,23/05/18,15:54:30,32.898,,,,,,
9270,23/05/18,16:54:30,35.208,,,,,,
9271,23/05/18,17:54:30,34.176,,,,,,
9272,23/05/18,18:54:30,21.437,,,,,,
9273,23/05/18,19:54:30,20.460,,,,,,
9274,23/05/18,20:54:30,12.219,,,,,,
9275,23/05/18,21:54:30,8.891,,,,,,
9276,23/05/18,22:54:30,8.643,,,,,,
9277,23/05/18,23:54:30,8.045,,,,,,
9278,24/05/18,00:54:30,6.661,,,,,,
9279,24/05/18,01:54:30,6.813,,,,,,
9280,24/05/18,02:54:30,7.670,,,,,,
9281,24/05/18,03:54:30,7.720,,,,,,
9282,24/05/18,04:54:30,8.990,,,,,,
9283,24/05/18,05:54:30,9.312,,,,,,
9284,24/05/18,06:54:30,9.657,,,,,,
9285,24/05/18,07:54:30,9.608,,,,,,
9286,24/05/18,08:54:30,10.149,,,,,,
9287,24/05/18,09:54:30,11.053,,,,,,
9288,24/05/18,10:54:30,13.690,,,,,,
9289,24/05/18,11:54:30,21.819,,,,,,
9290,24/05/18,12:54:30,28.568,,,,,,
9291,24/05/18,13:54:30,34.704,,,,,,
9292,24/05/18,14:54:30,33.131,,,,,,
9293,24/05/18,15:54:30,37.728,,,,,,
9294,24/05/18,16:54:30,49.479,,,,,,
9295,24/05/18,17:54:30,25.355,,,,,,
9296,24/05/18,18:54:30,20.031,,,,,,
9297,24/05/18,19:54:30,19.888,,,,,,
9298,24/05/18,20:54:30,11.807,,,,,,
9299,24/05/18,21:54:30,9.854,,,,,,
9300,24/05/18,22:54:30,7.695,,,,,,
9301,24/05/18,23:54:30,6.813,,,,,,
9302,25/05/18,00:54:30,6.331,,,,,,
9303,25/05/18,01:54:30,4.818,,,,,,
9304,25/05/18,02:54:30,5.205,,,,,,
9305,25/05/18,03:54:30,6.000,,,,,,
9306,25/05/18,04:54:30,5.488,,,,,,
9307,25/05/18,05:54:30,6.255,,,,,,
9308,25/05/18,06:54:30,4.402,,,,,,
9309,25/05/18,07:54:30,4.376,,,,,,
9310,25/05/18,08:54:30,6.839,,,,,,
9311,25/05/18,09:54:30,10.247,,,,,,
9312,25/05/18,10:54:30,12.896,,,,,,
9313,25/05/18,11:54:30,21.533,,,,,,
9314,25/05/18,12:54:30,22.250,,,,,,
9315,25/05/18,13:54:30,25.574,,,,,,
9316,25/05/18,14:54:30,35.395,,,,,,
9317,25/05/18,15:54:30,34.916,,,,,,
9318,25/05/18,16:54:30,44.658,,,,,,
9319,25/05/18,17:54:30,33.131,,,,,,
9320,25/05/18,18:54:30,15.605,,,,,,
9321,25/05/18,19:54:30,11.370,,,,,,
9322,25/05/18,20:54:30,9.460,,,,,,
9323,25/05/18,21:54:30,2.983,,,,,,
9324,25/05/18,22:54:30,2.503,,,,,,
9325,25/05/18,23:54:30,2.690,,,,,,
9326,26/05/18,00:54:30,0.934,,,,,,
9327,26/05/18,01:54:30,0.989,,,,,,
9328,26/05/18,02:54:30,2.850,,,,,,
9329,26/05/18,03:54:30,3.932,,,,,,
9330,26/05/18,04:54:30,-0.004,,,,,,
9331,26/05/18,05:54:30,1.453,,,,,,
9332,26/05/18,06:54:30,0.495,,,,,,
9333,26/05/18,07:54:30,0.742,,,,,,
9334,26/05/18,08:54:30,1.588,,,,,,
9335,26/05/18,09:54:30,3.380,,,,,,
9336,26/05/18,10:54:30,6.255,,,,,,
9337,26/05/18,11:54:30,18.105,,,,,,
9338,26/05/18,12:54:30,29.040,,,,,,
9339,26/05/18,13:54:30,36.606,,,,,,
9340,26/05/18,14:54:30,37.206,,,,,,
9341,26/05/18,15:54:30,23.160,,,,,,
9342,26/05/18,16:54:30,23.809,,,,,,
9343,26/05/18,17:54:30,21.509,,,,,,
9344,26/05/18,18:54:30,39.065,,,,,,
9345,26/05/18,19:54:30,35.208,,,,,,
9346,26/05/18,20:54:30,15.509,,,,,,
9347,26/05/18,21:54:30,5.668,,,,,,
9348,26/05/18,22:54:30,5.102,,,,,,
9349,26/05/18,23:54:30,3.512,,,,,,
9350,27/05/18,00:54:30,2.717,,,,,,
9351,27/05/18,01:54:30,4.168,,,,,,
9352,27/05/18,02:54:30,3.354,,,,,,
9353,27/05/18,03:54:30,4.220,,,,,,
9354,27/05/18,04:54:30,4.610,,,,,,
9355,27/05/18,05:54:30,4.973,,,,,,
9356,27/05/18,06:54:30,5.385,,,,,,
9357,27/05/18,07:54:30,5.770,,,,,,
9358,27/05/18,08:54:30,7.217,,,,,,
9359,27/05/18,09:54:30,8.145,,,,,,
9360,27/05/18,10:54:30,7.217,,,,,,
9361,27/05/18,11:54:30,16.749,,,,,,
9362,27/05/18,12:54:30,20.079,,,,,,
9363,27/05/18,13:54:30,22.393,,,,,,
9364,27/05/18,14:54:30,22.202,,,,,,
9365,27/05/18,15:54:30,14.457,,,,,,
9366,27/05/18,16:54:30,11.467,,,,,,
9367,27/05/18,17:54:30,7.845,,,,,,
9368,27/05/18,18:54:30,12.268,,,,,,
9369,27/05/18,19:54:30,12.582,,,,,,
9370,27/05/18,20:54:30,8.394,,,,,,
9371,27/05/18,21:54:30,6.484,,,,,,
9372,27/05/18,22:54:30,4.636,,,,,,
9373,27/05/18,23:54:30,4.376,,,,,,
9374,28/05/18,00:54:30,2.128,,,,,,
9375,28/05/18,01:54:30,1.180,,,,,,
9376,28/05/18,02:54:30,1.670,,,,,,
9377,28/05/18,03:54:30,0.329,,,,,,
9378,28/05/18,04:54:30,-0.199,,,,,,
9379,28/05/18,05:54:30,-0.395,,,,,,
9380,28/05/18,06:54:30,-0.817,,,,,,
9381,28/05/18,07:54:30,-0.283,,,,,,
9382,28/05/18,08:54:30,1.425,,,,,,
9383,28/05/18,09:54:30,3.248,,,,,,
9384,28/05/18,10:54:30,6.611,,,,,,
9385,28/05/18,11:54:30,15.127,,,,,,
9386,28/05/18,12:54:30,12.147,,,,,,
9387,28/05/18,13:54:30,15.605,,,,,,
9388,28/05/18,14:54:30,12.654,,,,,,
9389,28/05/18,15:54:30,16.820,,,,,,
9390,28/05/18,16:54:30,19.936,,,,,,
9391,28/05/18,17:54:30,17.724,,,,,,
9392,28/05/18,18:54:30,14.122,,,,,,
9393,28/05/18,19:54:30,10.810,,,,,,
9394,28/05/18,20:54:30,8.070,,,,,,
9395,28/05/18,21:54:30,6.965,,,,,,
9396,28/05/18,22:54:30,6.408,,,,,,
9397,28/05/18,23:54:30,6.687,,,,,,
9398,29/05/18,00:54:30,6.509,,,,,,
9399,29/05/18,01:54:30,5.642,,,,,,
9400,29/05/18,02:54:30,0.962,,,,,,
9401,29/05/18,03:54:30,1.235,,,,,,
9402,29/05/18,04:54:30,0.163,,,,,,
9403,29/05/18,05:54:30,0.218,,,,,,
9404,29/05/18,06:54:30,-0.339,,,,,,
9405,29/05/18,07:54:30,0.632,,,,,,
9406,29/05/18,08:54:30,1.017,,,,,,
9407,29/05/18,09:54:30,2.717,,,,,,
9408,29/05/18,10:54:30,9.879,,,,,,
9409,29/05/18,11:54:30,11.175,,,,,,
9410,29/05/18,12:54:30,13.257,,,,,,
9411,29/05/18,13:54:30,14.242,,,,,,
9412,29/05/18,14:54:30,17.653,,,,,,
9413,29/05/18,15:54:30,12.025,,,,,,
9414,29/05/18,16:54:30,10.394,,,,,,
9415,29/05/18,17:54:30,21.079,,,,,,
9416,29/05/18,18:54:30,6.889,,,,,,
9417,29/05/18,19:54:30,5.462,,,,,,
9418,29/05/18,20:54:30,5.179,,,,,,
9419,29/05/18,21:54:30,4.766,,,,,,
9420,29/05/18,22:54:30,4.506,,,,,,
9421,29/05/18,23:54:30,4.402,,,,,,
9422,30/05/18,00:54:30,3.406,,,,,,
9423,30/05/18,01:54:30,3.354,,,,,,
9424,30/05/18,02:54:30,3.485,,,,,,
9425,30/05/18,03:54:30,3.142,,,,,,
9426,30/05/18,04:54:30,2.584,,,,,,
9427,30/05/18,05:54:30,2.690,,,,,,
9428,30/05/18,06:54:30,-0.283,,,,,,
9429,30/05/18,07:54:30,-0.339,,,,,,
9430,30/05/18,08:54:30,0.273,,,,,,
9431,30/05/18,09:54:30,2.047,,,,,,
9432,30/05/18,10:54:30,10.834,,,,,,
9433,30/05/18,11:54:30,15.247,,,,,,
9434,30/05/18,12:54:30,9.386,,,,,,
9435,30/05/18,13:54:30,12.001,,,,,,
9436,30/05/18,14:54:30,9.064,,,,,,
9437,30/05/18,15:54:30,22.034,,,,,,
9438,30/05/18,16:54:30,14.242,,,,,,
9439,30/05/18,17:54:30,27.063,,,,,,
9440,30/05/18,18:54:30,24.388,,,,,,
9441,30/05/18,19:54:30,10.956,,,,,,
9442,30/05/18,20:54:30,8.319,,,,,,
9443,30/05/18,21:54:30,5.821,,,,,,
9444,30/05/18,22:54:30,4.921,,,,,,
9445,30/05/18,23:54:30,3.749,,,,,,
9446,31/05/18,00:54:30,2.450,,,,,,
9447,31/05/18,01:54:30,-0.227,,,,,,
9448,31/05/18,02:54:30,-0.395,,,,,,
9449,31/05/18,03:54:30,-0.591,,,,,,
9450,31/05/18,04:54:30,0.962,,,,,,
9451,31/05/18,05:54:30,2.074,,,,,,
9452,31/05/18,06:54:30,1.805,,,,,,
9453,31/05/18,07:54:30,2.101,,,,,,
9454,31/05/18,08:54:30,2.128,,,,,,
9455,31/05/18,09:54:30,2.956,,,,,,
9456,31/05/18,10:54:30,6.179,,,,,,
9457,31/05/18,11:54:30,17.439,,,,,,
9458,31/05/18,12:54:30,18.533,,,,,,
9459,31/05/18,13:54:30,24.074,,,,,,
9460,31/05/18,14:54:30,21.509,,,,,,
9461,31/05/18,15:54:30,22.011,,,,,,
9462,31/05/18,16:54:30,16.606,,,,,,
9463,31/05/18,17:54:30,17.082,,,,,,
9464,31/05/18,18:54:30,15.581,,,,,,
9465,31/05/18,19:54:30,12.944,,,,,,
9466,31/05/18,20:54:30,11.783,,,,,,
9467,31/05/18,21:54:30,8.170,,,,,,
9468,31/05/18,22:54:30,6.509,,,,,,
9469,31/05/18,23:54:30,3.670,,,,,,
9470,01/06/18,00:54:30,5.591,,,,,,
9471,01/06/18,01:54:30,3.009,,,,,,
9472,01/06/18,02:54:30,2.343,,,,,,
9473,01/06/18,03:54:30,2.155,,,,,,
9474,01/06/18,04:54:30,2.289,,,,,,
9475,01/06/18,05:54:30,0.989,,,,,,
9476,01/06/18,06:54:30,0.218,,,,,,
9477,01/06/18,07:54:30,2.128,,,,,,
9478,01/06/18,08:54:30,5.949,,,,,,
9479,01/06/18,09:54:30,5.437,,,,,,
9480,01/06/18,10:54:30,7.494,,,,,,
9481,01/06/18,11:54:30,12.823,,,,,,
9482,01/06/18,12:54:30,20.365,,,,,,
9483,01/06/18,13:54:30,19.674,,,,,,
9484,01/06/18,14:54:30,24.557,,,,,,
9485,01/06/18,15:54:30,22.202,,,,,,
9486,01/06/18,16:54:30,19.460,,,,,,
9487,01/06/18,17:54:30,15.557,,,,,,
9488,01/06/18,18:54:30,20.222,,,,,,
9489,01/06/18,19:54:30,30.469,,,,,,
9490,01/06/18,20:54:30,14.290,,,,,,
9491,01/06/18,21:54:30,5.898,,,,,,
9492,01/06/18,22:54:30,4.089,,,,,,
9493,01/06/18,23:54:30,3.670,,,,,,
9494,02/06/18,00:54:30,3.221,,,,,,
9495,02/06/18,01:54:30,2.503,,,,,,
9496,02/06/18,02:54:30,1.724,,,,,,
9497,02/06/18,03:54:30,2.074,,,,,,
9498,02/06/18,04:54:30,2.182,,,,,,
9499,02/06/18,05:54:30,3.433,,,,,,
9500,02/06/18,06:54:30,2.316,,,,,,
9501,02/06/18,07:54:30,2.690,,,,,,
9502,02/06/18,08:54:30,4.350,,,,,,
9503,02/06/18,09:54:30,6.153,,,,,,
9504,02/06/18,10:54:30,12.098,,,,,,
9505,02/06/18,11:54:30,24.823,,,,,,
9506,02/06/18,12:54:30,26.231,,,,,,
9507,02/06/18,13:54:30,18.271,,,,,,
9508,02/06/18,14:54:30,20.103,,,,,,
9509,02/06/18,15:54:30,22.106,,,,,,
9510,02/06/18,16:54:30,21.628,,,,,,
9511,02/06/18,17:54:30,31.765,,,,,,
9512,02/06/18,18:54:30,27.308,,,,,,
9513,02/06/18,19:54:30,6.914,,,,,,
9514,02/06/18,20:54:30,6.153,,,,,,
9515,02/06/18,21:54:30,4.350,,,,,,
9516,02/06/18,22:54:30,1.289,,,,,,
9517,02/06/18,23:54:30,3.089,,,,,,
9518,03/06/18,00:54:30,0.190,,,,,,
9519,03/06/18,01:54:30,0.934,,,,,,
9520,03/06/18,02:54:30,2.956,,,,,,
9521,03/06/18,03:54:30,3.301,,,,,,
9522,03/06/18,04:54:30,3.195,,,,,,
9523,03/06/18,05:54:30,3.880,,,,,,
9524,03/06/18,06:54:30,4.063,,,,,,
9525,03/06/18,07:54:30,4.194,,,,,,
9526,03/06/18,08:54:30,7.845,,,,,,
9527,03/06/18,09:54:30,11.832,,,,,,
9528,03/06/18,10:54:30,12.799,,,,,,
9529,03/06/18,11:54:30,21.008,,,,,,
9530,03/06/18,12:54:30,30.900,,,,,,
9531,03/06/18,13:54:30,37.590,,,,,,
9532,03/06/18,14:54:30,36.092,,,,,,
9533,03/06/18,15:54:30,25.598,,,,,,
9534,03/06/18,16:54:30,18.580,,,,,,
9535,03/06/18,17:54:30,17.034,,,,,,
9536,03/06/18,18:54:30,17.106,,,,,,
9537,03/06/18,19:54:30,16.630,,,,,,
9538,03/06/18,20:54:30,11.419,,,,,,
9539,03/06/18,21:54:30,5.257,,,,,,
9540,03/06/18,22:54:30,4.089,,,,,,
9541,03/06/18,23:54:30,2.343,,,,,,
9542,04/06/18,00:54:30,1.262,,,,,,
9543,04/06/18,01:54:30,2.744,,,,,,
9544,04/06/18,02:54:30,2.021,,,,,,
9545,04/06/18,03:54:30,4.792,,,,,,
9546,04/06/18,04:54:30,5.076,,,,,,
9547,04/06/18,05:54:30,4.792,,,,,,
9548,04/06/18,06:54:30,3.827,,,,,,
9549,04/06/18,07:54:30,3.775,,,,,,
9550,04/06/18,08:54:30,4.089,,,,,,
9551,04/06/18,09:54:30,6.077,,,,,,
9552,04/06/18,10:54:30,8.394,,,,,,
9553,04/06/18,11:54:30,19.912,,,,,,
9554,04/06/18,12:54:30,31.128,,,,,,
9555,04/06/18,13:54:30,38.004,,,,,,
9556,04/06/18,14:54:30,37.949,,,,,,
9557,04/06/18,15:54:30,34.334,,,,,,
9558,04/06/18,16:54:30,45.624,,,,,,
9559,04/06/18,17:54:30,42.953,,,,,,
9560,04/06/18,18:54:30,21.175,,,,,,
9561,04/06/18,19:54:30,15.438,,,,,,
9562,04/06/18,20:54:30,11.248,,,,,,
9563,04/06/18,21:54:30,6.914,,,,,,
9564,04/06/18,22:54:30,6.306,,,,,,
9565,04/06/18,23:54:30,5.668,,,,,,
9566,05/06/18,00:54:30,6.102,,,,,,
9567,05/06/18,01:54:30,7.091,,,,,,
9568,05/06/18,02:54:30,6.965,,,,,,
9569,05/06/18,03:54:30,6.712,,,,,,
9570,05/06/18,04:54:30,7.066,,,,,,
9571,05/06/18,05:54:30,7.192,,,,,,
9572,05/06/18,06:54:30,7.293,,,,,,
9573,05/06/18,07:54:30,5.591,,,,,,
9574,05/06/18,08:54:30,5.539,,,,,,
9575,05/06/18,09:54:30,7.645,,,,,,
9576,05/06/18,10:54:30,13.353,,,,,,
9577,05/06/18,11:54:30,17.605,,,,,,
9578,05/06/18,12:54:30,27.210,,,,,,
9579,05/06/18,13:54:30,25.525,,,,,,
9580,05/06/18,14:54:30,34.836,,,,,,
9581,05/06/18,15:54:30,30.343,,,,,,
9582,05/06/18,16:54:30,27.308,,,,,,
9583,05/06/18,17:54:30,40.286,,,,,,
9584,05/06/18,18:54:30,17.938,,,,,,
9585,05/06/18,19:54:30,9.952,,,,,,
9586,05/06/18,20:54:30,7.419,,,,,,
9587,05/06/18,21:54:30,6.051,,,,,,
9588,05/06/18,22:54:30,5.565,,,,,,
9589,05/06/18,23:54:30,5.308,,,,,,
9590,06/06/18,00:54:30,4.973,,,,,,
9591,06/06/18,01:54:30,4.610,,,,,,
9592,06/06/18,02:54:30,4.402,,,,,,
9593,06/06/18,03:54:30,4.194,,,,,,
9594,06/06/18,04:54:30,4.089,,,,,,
9595,06/06/18,05:54:30,3.433,,,,,,
9596,06/06/18,06:54:30,3.327,,,,,,
9597,06/06/18,07:54:30,4.766,,,,,,
9598,06/06/18,08:54:30,6.000,,,,,,
9599,06/06/18,09:54:30,11.127,,,,,,
9600,06/06/18,10:54:30,9.361,,,,,,
9601,06/06/18,11:54:30,9.682,,,,,,
9602,06/06/18,12:54:30,9.460,,,,,,
9603,06/06/18,13:54:30,17.296,,,,,,
9604,06/06/18,14:54:30,14.912,,,,,,
9605,06/06/18,15:54:30,12.944,,,,,,
9606,06/06/18,16:54:30,18.200,,,,,,
9607,06/06/18,17:54:30,12.437,,,,,,
9608,06/06/18,18:54:30,4.610,,,,,,
9609,06/06/18,19:54:30,8.195,,,,,,
9610,06/06/18,20:54:30,5.437,,,,,,
9611,06/06/18,21:54:30,4.869,,,,,,
9612,06/06/18,22:54:30,3.301,,,,,,
9613,06/06/18,23:54:30,4.272,,,,,,
9614,07/06/18,00:54:30,4.662,,,,,,
